Anio mes,Codigo IATA,Descripcion,Estado,Operaciones nacionales,Operaciones internacionales
201708,LTO,Loreto,Baja California  Sur,206,64
201708,MAM,Matamoros,Tamaulipas,405,29
201708,NLD,Nuevo Laredo,Tamaulipas,213,12
201708,NOG,Nogales,Sonora,84,14
201708,PAZ,Poza Rica,Veracruz,241,0
201708,PBC,Puebla,Puebla,1525,208
201708,PXM,Puerto Escondido,Oaxaca,474,0
201708,TCN,Tehuacan,Puebla,212,0
201708,TPQ,Tepic,Nayarit,471,0
201708,TSL,Tamuin,San Luis Potosi,106,0
201708,UPN,Uruapan,Michoacan,294,10
201709,CEN,Ciudad Obregon,Sonora,669,58
201709,CLQ,Colima,Colima,523,0
201709,CME,Ciudad del Carmen,Campeche,2580,11
201709,CPE,Campeche,Campeche,352,10
201709,CTM,Chetumal,Quintana Roo,542,3
201709,CVM,Ciudad Victoria,Tamaulipas,527,103
201709,GYM,Guaymas,Sonora,290,65
201709,IZT,Ixtepec,Oaxaca,54,0
201709,LTO,Loreto,Baja California  Sur,171,60
201709,MAM,Matamoros,Tamaulipas,297,48
201709,NLD,Nuevo Laredo,Tamaulipas,213,30
201709,NOG,Nogales,Sonora,105,15
201709,PAZ,Poza Rica,Veracruz,232,0
201709,PBC,Puebla,Puebla,1255,197
201709,PXM,Puerto Escondido,Oaxaca,407,0
201709,TCN,Tehuacan,Puebla,157,0
201709,TPQ,Tepic,Nayarit,544,0
201709,TSL,Tamuin,San Luis Potosi,249,0
201709,UPN,Uruapan,Michoacan,302,8
201710,CEN,Ciudad Obregon,Sonora,879,144
201710,CLQ,Colima,Colima,586,0
201710,CME,Ciudad del Carmen,Campeche,2928,4
201710,CPE,Campeche,Campeche,362,17
201710,CTM,Chetumal,Quintana Roo,487,1
201710,CVM,Ciudad Victoria,Tamaulipas,548,91
201710,GYM,Guaymas,Sonora,253,150
201710,IZT,Ixtepec,Oaxaca,62,0
201710,LTO,Loreto,Baja California  Sur,200,136
201710,MAM,Matamoros,Tamaulipas,354,50
201710,NLD,Nuevo Laredo,Tamaulipas,219,39
201710,NOG,Nogales,Sonora,129,20
201710,PAZ,Poza Rica,Veracruz,266,0
201710,PBC,Puebla,Puebla,1461,190
201710,PXM,Puerto Escondido,Oaxaca,485,1
201710,TCN,Tehuacan,Puebla,206,0
201710,TPQ,Tepic,Nayarit,535,0
201710,TSL,Tamuin,San Luis Potosi,259,0
201710,UPN,Uruapan,Michoacan,406,8
201711,CEN,Ciudad Obregon,Sonora,969,159
201711,CLQ,Colima,Colima,634,0
201711,CME,Ciudad del Carmen,Campeche,2730,10
201711,CPE,Campeche,Campeche,349,4
201711,CTM,Chetumal,Quintana Roo,547,3
201711,CVM,Ciudad Victoria,Tamaulipas,523,111
201711,GYM,Guaymas,Sonora,282,151
201711,IZT,Ixtepec,Oaxaca,72,0
201711,LTO,Loreto,Baja California  Sur,275,252
201711,MAM,Matamoros,Tamaulipas,423,81
201711,NLD,Nuevo Laredo,Tamaulipas,189,31
201711,NOG,Nogales,Sonora,139,23
201711,PAZ,Poza Rica,Veracruz,333,0
201711,PBC,Puebla,Puebla,1918,182
201711,PXM,Puerto Escondido,Oaxaca,576,8
201711,TCN,Tehuacan,Puebla,153,0
201711,TPQ,Tepic,Nayarit,549,0
201711,TSL,Tamuin,San Luis Potosi,83,0
201711,UPN,Uruapan,Michoacan,402,10
201712,CEN,Ciudad Obregon,Sonora,889,153
201712,CLQ,Colima,Colima,606,0
201712,CME,Ciudad del Carmen,Campeche,2488,4
201712,CPE,Campeche,Campeche,400,6
201712,CTM,Chetumal,Quintana Roo,518,6
201712,CVM,Ciudad Victoria,Tamaulipas,476,110
201712,GYM,Guaymas,Sonora,269,129
201712,IZT,Ixtepec,Oaxaca,70,0
201712,LTO,Loreto,Baja California  Sur,201,139
201712,MAM,Matamoros,Tamaulipas,206,137
201712,NLD,Nuevo Laredo,Tamaulipas,243,29
201712,NOG,Nogales,Sonora,96,18
201712,PAZ,Poza Rica,Veracruz,371,0
201712,PBC,Puebla,Puebla,1332,186
201712,PXM,Puerto Escondido,Oaxaca,1025,4
201712,TCN,Tehuacan,Puebla,154,0
201712,TPQ,Tepic,Nayarit,388,0
201712,TSL,Tamuin,San Luis Potosi,70,0
201712,UPN,Uruapan,Michoacan,488,8
201801,CEN,Ciudad Obregon,Sonora,916,144
201801,CLQ,Colima,Colima,632,0
201801,CME,Ciudad del Carmen,Campeche,2742,3
201801,CPE,Campeche,Campeche,363,10
201801,CTM,Chetumal,Quintana Roo,461,4
201801,CVM,Ciudad Victoria,Tamaulipas,433,77
201801,GYM,Guaymas,Sonora,265,117
201801,IZT,Ixtepec,Oaxaca,78,0
201801,LTO,Loreto,Baja California  Sur,152,143
201801,MAM,Matamoros,Tamaulipas,292,74
201801,NLD,Nuevo Laredo,Tamaulipas,187,40
201801,NOG,Nogales,Sonora,75,25
201801,PAZ,Poza Rica,Veracruz,232,0
201801,PBC,Puebla,Puebla,1546,179
201801,PXM,Puerto Escondido,Oaxaca,924,2
201801,TCN,Tehuacan,Puebla,181,0
201801,TPQ,Tepic,Nayarit,491,0
201801,TSL,Tamuin,San Luis Potosi,44,0
201801,UPN,Uruapan,Michoacan,391,8
201802,CEN,Ciudad Obregon,Sonora,849,139
201802,CLQ,Colima,Colima,506,0
201802,CME,Ciudad del Carmen,Campeche,2773,2
201802,CPE,Campeche,Campeche,375,10
201802,CTM,Chetumal,Quintana Roo,474,0
201802,CVM,Ciudad Victoria,Tamaulipas,445,57
201802,GYM,Guaymas,Sonora,294,113
201802,IZT,Ixtepec,Oaxaca,76,0
201802,LTO,Loreto,Baja California  Sur,370,313
201802,MAM,Matamoros,Tamaulipas,263,48
201802,NLD,Nuevo Laredo,Tamaulipas,145,37
201802,NOG,Nogales,Sonora,103,15
201802,PAZ,Poza Rica,Veracruz,366,0
201802,PBC,Puebla,Puebla,1357,148
201802,PXM,Puerto Escondido,Oaxaca,593,6
201802,TCN,Tehuacan,Puebla,197,0
201802,TPQ,Tepic,Nayarit,540,0
201802,TSL,Tamuin,San Luis Potosi,49,0
201802,UPN,Uruapan,Michoacan,409,8
201803,CEN,Ciudad Obregon,Sonora,908,116
201803,CLQ,Colima,Colima,541,0
201803,CME,Ciudad del Carmen,Campeche,3025,1
201803,CPE,Campeche,Campeche,432,10
201803,CTM,Chetumal,Quintana Roo,505,6
201803,CVM,Ciudad Victoria,Tamaulipas,561,80
201803,GYM,Guaymas,Sonora,364,167
201803,IZT,Ixtepec,Oaxaca,104,0
201803,LTO,Loreto,Baja California  Sur,295,166
201803,MAM,Matamoros,Tamaulipas,248,34
201803,NLD,Nuevo Laredo,Tamaulipas,253,41
201803,NOG,Nogales,Sonora,103,23
201803,PAZ,Poza Rica,Veracruz,424,0
201803,PBC,Puebla,Puebla,1608,211
201803,PXM,Puerto Escondido,Oaxaca,679,2
201803,TCN,Tehuacan,Puebla,187,0
201803,TPQ,Tepic,Nayarit,560,0
201803,TSL,Tamuin,San Luis Potosi,94,0
201803,UPN,Uruapan,Michoacan,441,10
201804,CEN,Ciudad Obregon,Sonora,827,102
201804,CLQ,Colima,Colima,545,0
201804,CME,Ciudad del Carmen,Campeche,2732,1
201804,CPE,Campeche,Campeche,380,8
201804,CTM,Chetumal,Quintana Roo,510,6
201804,CVM,Ciudad Victoria,Tamaulipas,459,62
201804,GYM,Guaymas,Sonora,341,138
201804,IZT,Ixtepec,Oaxaca,94,0
201804,LTO,Loreto,Baja California  Sur,242,154
201804,MAM,Matamoros,Tamaulipas,158,38
201804,NLD,Nuevo Laredo,Tamaulipas,180,33
201804,NOG,Nogales,Sonora,97,26
201804,PAZ,Poza Rica,Veracruz,377,0
201804,PBC,Puebla,Puebla,1583,214
201804,PXM,Puerto Escondido,Oaxaca,559,6
201804,TCN,Tehuacan,Puebla,225,0
201804,TPQ,Tepic,Nayarit,494,0
201804,TSL,Tamuin,San Luis Potosi,65,0
201804,UPN,Uruapan,Michoacan,412,8
201805,CEN,Ciudad Obregon,Sonora,901,105
201805,CLQ,Colima,Colima,542,0
201805,CME,Ciudad del Carmen,Campeche,2823,4
201805,CPE,Campeche,Campeche,489,5
201805,CTM,Chetumal,Quintana Roo,549,4
201805,CVM,Ciudad Victoria,Tamaulipas,494,69
201805,GYM,Guaymas,Sonora,325,135
201805,IZT,Ixtepec,Oaxaca,104,0
201805,LTO,Loreto,Baja California  Sur,197,160
201805,MAM,Matamoros,Tamaulipas,250,57
201805,NLD,Nuevo Laredo,Tamaulipas,159,23
201805,NOG,Nogales,Sonora,98,14
201805,PAZ,Poza Rica,Veracruz,410,0
201805,PBC,Puebla,Puebla,1540,179
201805,PXM,Puerto Escondido,Oaxaca,504,0
201805,TCN,Tehuacan,Puebla,152,0
201805,TPQ,Tepic,Nayarit,555,0
201805,TSL,Tamuin,San Luis Potosi,46,0
201805,UPN,Uruapan,Michoacan,422,10
201806,CEN,Ciudad Obregon,Sonora,855,73
201806,CLQ,Colima,Colima,444,0
201806,CME,Ciudad del Carmen,Campeche,2372,0
201806,CPE,Campeche,Campeche,425,1
201806,CTM,Chetumal,Quintana Roo,461,1
201806,CVM,Ciudad Victoria,Tamaulipas,581,77
201806,GYM,Guaymas,Sonora,223,120
201806,IZT,Ixtepec,Oaxaca,102,0
201806,LTO,Loreto,Baja California  Sur,222,98
201806,MAM,Matamoros,Tamaulipas,280,46
201806,NLD,Nuevo Laredo,Tamaulipas,170,18
201806,NOG,Nogales,Sonora,91,11
201806,PAZ,Poza Rica,Veracruz,432,0
201806,PBC,Puebla,Puebla,1288,184
201806,PXM,Puerto Escondido,Oaxaca,453,2
201806,TCN,Tehuacan,Puebla,134,0
201806,TPQ,Tepic,Nayarit,460,0
201806,TSL,Tamuin,San Luis Potosi,100,0
201806,UPN,Uruapan,Michoacan,326,8
201807,CEN,Ciudad Obregon,Sonora,798,58
201807,CLQ,Colima,Colima,412,0
201807,CME,Ciudad del Carmen,Campeche,2659,1
201807,CPE,Campeche,Campeche,349,6
201807,CTM,Chetumal,Quintana Roo,481,0
201807,CVM,Ciudad Victoria,Tamaulipas,453,84
201807,GYM,Guaymas,Sonora,277,69
201807,IZT,Ixtepec,Oaxaca,106,0
201807,LTO,Loreto,Baja California  Sur,255,98
201807,MAM,Matamoros,Tamaulipas,234,20
201807,NLD,Nuevo Laredo,Tamaulipas,169,12
201807,NOG,Nogales,Sonora,56,11
201807,PAZ,Poza Rica,Veracruz,308,0
201807,PBC,Puebla,Puebla,1500,202
201807,PXM,Puerto Escondido,Oaxaca,597,0
201807,TCN,Tehuacan,Puebla,211,0
201807,TPQ,Tepic,Nayarit,467,0
201807,TSL,Tamuin,San Luis Potosi,94,0
201807,UPN,Uruapan,Michoacan,397,8
201808,CEN,Ciudad Obregon,Sonora,891,53
201808,CLQ,Colima,Colima,665,0
201808,CME,Ciudad del Carmen,Campeche,2893,2
201808,CPE,Campeche,Campeche,358,5
201808,CTM,Chetumal,Quintana Roo,483,1
201808,CVM,Ciudad Victoria,Tamaulipas,594,66
201808,GYM,Guaymas,Sonora,350,49
201808,IZT,Ixtepec,Oaxaca,146,0
201808,LTO,Loreto,Baja California  Sur,215,50
201808,MAM,Matamoros,Tamaulipas,274,61
201808,NLD,Nuevo Laredo,Tamaulipas,224,22
201808,NOG,Nogales,Sonora,77,14
201808,PAZ,Poza Rica,Veracruz,346,0
201808,PBC,Puebla,Puebla,1576,192
201808,PXM,Puerto Escondido,Oaxaca,521,4
201808,TCN,Tehuacan,Puebla,201,0
201808,TPQ,Tepic,Nayarit,523,0
201808,TSL,Tamuin,San Luis Potosi,61,0
201808,UPN,Uruapan,Michoacan,556,10
201809,CEN,Ciudad Obregon,Sonora,837,55
201809,CLQ,Colima,Colima,594,0
201809,CME,Ciudad del Carmen,Campeche,2445,2
201809,CPE,Campeche,Campeche,316,5
201809,CTM,Chetumal,Quintana Roo,531,0
201809,CVM,Ciudad Victoria,Tamaulipas,530,90
201809,GYM,Guaymas,Sonora,272,78
201809,IZT,Ixtepec,Oaxaca,160,0
201809,LTO,Loreto,Baja California  Sur,169,51
201809,MAM,Matamoros,Tamaulipas,213,69
201809,NLD,Nuevo Laredo,Tamaulipas,149,16
201809,NOG,Nogales,Sonora,95,15
201809,PAZ,Poza Rica,Veracruz,330,0
201809,PBC,Puebla,Puebla,1521,188
201809,PXM,Puerto Escondido,Oaxaca,443,0
201809,TCN,Tehuacan,Puebla,218,0
201809,TPQ,Tepic,Nayarit,483,0
201809,TSL,Tamuin,San Luis Potosi,449,0
201809,UPN,Uruapan,Michoacan,354,8
201810,CEN,Ciudad Obregon,Sonora,858,91
201810,CLQ,Colima,Colima,597,0
201810,CME,Ciudad del Carmen,Campeche,3096,3
201810,CPE,Campeche,Campeche,362,7
201810,CTM,Chetumal,Quintana Roo,511,0
201810,CVM,Ciudad Victoria,Tamaulipas,532,76
201810,GYM,Guaymas,Sonora,270,104
201810,IZT,Ixtepec,Oaxaca,158,0
201810,LTO,Loreto,Baja California  Sur,193,102
201810,MAM,Matamoros,Tamaulipas,206,45
201810,NLD,Nuevo Laredo,Tamaulipas,155,20
201810,NOG,Nogales,Sonora,94,18
201810,PAZ,Poza Rica,Veracruz,293,0
201810,PBC,Puebla,Puebla,1499,182
201810,PXM,Puerto Escondido,Oaxaca,476,0
201810,TCN,Tehuacan,Puebla,177,0
201810,TPQ,Tepic,Nayarit,560,0
201810,TSL,Tamuin,San Luis Potosi,488,0
201810,UPN,Uruapan,Michoacan,409,6
201811,CEN,Ciudad Obregon,Sonora,923,115
201811,CLQ,Colima,Colima,521,0
201811,CME,Ciudad del Carmen,Campeche,2784,2
201811,CPE,Campeche,Campeche,403,7
201811,CTM,Chetumal,Quintana Roo,501,5
201811,CVM,Ciudad Victoria,Tamaulipas,495,51
201811,GYM,Guaymas,Sonora,276,124
201811,IZT,Ixtepec,Oaxaca,136,0
201811,LTO,Loreto,Baja California  Sur,216,146
201811,MAM,Matamoros,Tamaulipas,248,85
201811,NLD,Nuevo Laredo,Tamaulipas,185,29
201811,NOG,Nogales,Sonora,84,14
201811,PAZ,Poza Rica,Veracruz,332,0
201811,PBC,Puebla,Puebla,1630,231
201811,PXM,Puerto Escondido,Oaxaca,576,6
201811,TCN,Tehuacan,Puebla,194,0
201811,TPQ,Tepic,Nayarit,602,0
201811,TSL,Tamuin,San Luis Potosi,146,0
201811,UPN,Uruapan,Michoacan,507,10
201812,CEN,Ciudad Obregon,Sonora,844,120
201812,CLQ,Colima,Colima,514,0
201812,CME,Ciudad del Carmen,Campeche,2971,1
201812,CPE,Campeche,Campeche,409,5
201812,CTM,Chetumal,Quintana Roo,417,5
201812,CVM,Ciudad Victoria,Tamaulipas,467,98
201812,GYM,Guaymas,Sonora,235,125
201812,IZT,Ixtepec,Oaxaca,120,0
201812,LTO,Loreto,Baja California  Sur,227,107
201812,MAM,Matamoros,Tamaulipas,285,79
201812,NLD,Nuevo Laredo,Tamaulipas,228,35
201812,NOG,Nogales,Sonora,95,20
201812,PAZ,Poza Rica,Veracruz,322,0
201812,PBC,Puebla,Puebla,1461,172
201812,PXM,Puerto Escondido,Oaxaca,1090,4
201812,TCN,Tehuacan,Puebla,144,0
201812,TPQ,Tepic,Nayarit,541,0
201812,TSL,Tamuin,San Luis Potosi,46,0
201812,UPN,Uruapan,Michoacan,475,8
201901,CEN,Ciudad Obregon,Sonora,888,141
201901,CLQ,Colima,Colima,424,0
201901,CME,Ciudad del Carmen,Campeche,3073,1
201901,CPE,Campeche,Campeche,352,7
201901,CTM,Chetumal,Quintana Roo,474,7
201901,CVM,Ciudad Victoria,Tamaulipas,434,72
201901,GYM,Guaymas,Sonora,221,140
201901,IZT,Ixtepec,Oaxaca,118,0
201901,LTO,Loreto,Baja California  Sur,211,155
201901,MAM,Matamoros,Tamaulipas,357,90
201901,NLD,Nuevo Laredo,Tamaulipas,203,29
201901,NOG,Nogales,Sonora,109,32
201901,PAZ,Poza Rica,Veracruz,275,0
201901,PBC,Puebla,Puebla,1624,128
201901,PXM,Puerto Escondido,Oaxaca,968,6
201901,TCN,Tehuacan,Puebla,135,0
201901,TPQ,Tepic,Nayarit,646,0
201901,TSL,Tamuin,San Luis Potosi,57,0
201901,UPN,Uruapan,Michoacan,427,10
201902,CEN,Ciudad Obregon,Sonora,803,140
201902,CLQ,Colima,Colima,460,0
201902,CME,Ciudad del Carmen,Campeche,2886,0
201902,CPE,Campeche,Campeche,300,5
201902,CTM,Chetumal,Quintana Roo,468,10
201902,CVM,Ciudad Victoria,Tamaulipas,498,52
201902,GYM,Guaymas,Sonora,264,105
201902,IZT,Ixtepec,Oaxaca,108,0
201902,LTO,Loreto,Baja California  Sur,414,67
201902,MAM,Matamoros,Tamaulipas,370,105
201902,NLD,Nuevo Laredo,Tamaulipas,173,23
201902,NOG,Nogales,Sonora,92,19
201902,PAZ,Poza Rica,Veracruz,275,0
201902,PBC,Puebla,Puebla,1603,119
201902,PXM,Puerto Escondido,Oaxaca,684,10
201902,TCN,Tehuacan,Puebla,184,0
201902,TPQ,Tepic,Nayarit,555,0
201902,TSL,Tamuin,San Luis Potosi,80,0
201902,UPN,Uruapan,Michoacan,398,8
201903,CEN,Ciudad Obregon,Sonora,831,106
201903,CLQ,Colima,Colima,573,0
201903,CME,Ciudad del Carmen,Campeche,3100,1
201903,CPE,Campeche,Campeche,385,10
201903,CTM,Chetumal,Quintana Roo,489,3
201903,CVM,Ciudad Victoria,Tamaulipas,438,73
201903,GYM,Guaymas,Sonora,261,138
201903,IZT,Ixtepec,Oaxaca,104,0
201903,LTO,Loreto,Baja California  Sur,331,207
201903,MAM,Matamoros,Tamaulipas,312,45
201903,NLD,Nuevo Laredo,Tamaulipas,166,26
201903,NOG,Nogales,Sonora,102,34
201903,PAZ,Poza Rica,Veracruz,389,0
201903,PBC,Puebla,Puebla,1651,102
201903,PXM,Puerto Escondido,Oaxaca,665,2
201903,TCN,Tehuacan,Puebla,195,0
201903,TPQ,Tepic,Nayarit,519,0
201903,TSL,Tamuin,San Luis Potosi,83,0
201903,UPN,Uruapan,Michoacan,431,8
201904,CEN,Ciudad Obregon,Sonora,737,89
201904,CLQ,Colima,Colima,611,0
201904,CME,Ciudad del Carmen,Campeche,3093,6
201904,CPE,Campeche,Campeche,480,11
201904,CTM,Chetumal,Quintana Roo,486,6
201904,CVM,Ciudad Victoria,Tamaulipas,403,69
201904,GYM,Guaymas,Sonora,283,128
201904,IZT,Ixtepec,Oaxaca,104,0
201904,LTO,Loreto,Baja California  Sur,305,164
201904,MAM,Matamoros,Tamaulipas,276,52
201904,NLD,Nuevo Laredo,Tamaulipas,166,24
201904,NOG,Nogales,Sonora,109,22
201904,PAZ,Poza Rica,Veracruz,450,0
201904,PBC,Puebla,Puebla,1559,114
201904,PXM,Puerto Escondido,Oaxaca,940,4
201904,TCN,Tehuacan,Puebla,196,0
201904,TPQ,Tepic,Nayarit,513,0
201904,TSL,Tamuin,San Luis Potosi,109,0
201904,UPN,Uruapan,Michoacan,430,8
201905,CEN,Ciudad Obregon,Sonora,766,85
201905,CLQ,Colima,Colima,639,0
201905,CME,Ciudad del Carmen,Campeche,3148,2
201905,CPE,Campeche,Campeche,424,5
201905,CTM,Chetumal,Quintana Roo,477,7
201905,CVM,Ciudad Victoria,Tamaulipas,493,60
201905,GYM,Guaymas,Sonora,245,148
201905,IZT,Ixtepec,Oaxaca,110,0
201905,LTO,Loreto,Baja California  Sur,228,165
201905,MAM,Matamoros,Tamaulipas,215,19
201905,NLD,Nuevo Laredo,Tamaulipas,173,5
201905,NOG,Nogales,Sonora,102,14
201905,PAZ,Poza Rica,Veracruz,503,0
201905,PBC,Puebla,Puebla,1640,123
201905,PXM,Puerto Escondido,Oaxaca,579,2
201905,TCN,Tehuacan,Puebla,210,0
201905,TPQ,Tepic,Nayarit,617,0
201905,TSL,Tamuin,San Luis Potosi,59,0
201905,UPN,Uruapan,Michoacan,536,10
